sistema	N	4-1	intentou entender o seu sistema de clasificación .	nun sistema estático o petróleo non pode ser substituído por auga nunha superficie .	F
rexeitamento	N	1-0	o rexeitamento da débeda por parte da cidade .	rexeitamento do transplante de fígado .	F
climático	A	1-1	cambios climáticos .	desenvolvemento climático .	F
experiencia	N	3-1	el tivo unha experiencia relixiosa .	unha experiencia sorprendente .	F
sensorial	A	1-2	experiencia sensorial .	o córtex sensorial .	F
residencial	A	1-1	hotel residencial .	requisitos residenciais para o doutoramento .	F
considerar	V	1-2	ela consideraba este asunto coma unha broma .	o xuíz considerou a mocidade do delincuente e foi encarcerado .	F
fuga	N	5-5	el tivo que limpar a fuga .	un dos pneumáticos desenvolveu unha fuga .	F
éxito	N	5-2	está a gozar dun gran éxito .	o seu éxito no maratón foi inesperado .	F
sentimento	N	5-3	o comentario feriu os seus sentimentos .	tiña un gran sentimento pola música .	F
unidade	N	5-1	unha idea non é unha unidade que se poida mover dun cerebro a outro .	unha unidade de trigo é o celeste .	F
queimar	V	2-0	o sol queimoulle a cara .	queimaron a casa e os seus diarios .	F
punto	N	6-2	a súa actuación foi un dos puntos máis destacados da película .	anotou 20 puntos na primeira metade .	F
punto	N	3-3	camiñaba ata un punto no que podía vixiar toda a rúa .	coñece os meus puntos negativos , ben como os meus puntos positivos .	F
punto	N	1-1	o punto da frecha debíase ao norte .	un punto de información .	F
insular	A	1-3	territorios insulares .	un home extremadamente insular; tan profundamente privado que parece inaccesible para o escrutinio dun novelista .	F
banco	N	1-2	o banco ten a hipoteca na miña casa .	un enorme banco de terra .	F
barrio	N	2-4	é un barrio amigable .	o prezo está no barrio de$ 100 .	F
sinóptico	A	1-1	diálogos sinópticos .	presentación sinóptica dunha teoría física .	F
relacionar	V	2-7	como se relacionan estas dúas observacións ?	non podo , de modo algún , relacionar estes acontecementos .	F
mandato	N	5-5	o goberno cumpriu onte o mandato do tribunal supremo sobre a retención do irpf .	o presidente arrinca o seu mandato cun equipo económico continuista .	F
circuíto	N	6-2	ela é un nome familiar no circuíto do club .	fixemos un circuíto rápido do parque .	F
destino	N	6-4	estaba case exhausto cando o seu destino se fixo visible .	somos indefensos ante o destino .	F
xornal	N	9-4	cando empezou a chover el tapou a cabeza cun xornal .	eles usan fardos de xornal todos os días .	F
empresa	N	5-1	tiña dúbidas sobre toda a empresa .	unha empresa de cheminea e escaleira .	F
dominio	N	3-2	o seu aparente dominio sobre o seu marido foi realmente o seu intento de facerlle prestar atención .	un bo dominio do francés .	F
visualizar	V	3-3	o radiólogo pode visualizar o fígado canceroso .	os matemáticos adoitan visualizarse .	F
economía	N	0-6	economía do esforzo .	os escoceses son famosos pola súa economía .	F
substituír	V	0-0	substituír o leite regular por leite sen graxa .	substituír o libro no andel despois de rematar de lelo .	F
real	A	2-3	a festa real .	o seu motivo real .	F
contratar	V	0-3	contrataron dúas novas secretarias no departamento .	o seu axente contratouno para varios concertos en tokio .	F
multitude	N	1-1	unha multitude de antenas de tv .	unha multitude de insectos reunidos ao redor das flores .	F
artístico	A	1-2	obra artística .	seu fondo artístico .	F
estimular	V	5-2	esta infusión de herbas non estimula .	este xogo estimula .	F
corporal	A	1-1	órgano corporal .	sufrimento corporal .	F
radical	A	1-2	follas radicais .	formas verbais radicais .	F
forza	N	6-2	enfrontámonos a un exército de gran forza .	mandou unha forza de seis mil homes a césar .	F
forza	N	2-16	mediron a forza do sinal da estación .	pode realizar a longo prazo , de forma artesanal , o que non pode facer pola forza e a violencia no curto prazo .	F
forza	N	2-8	que a forza estea contigo .	un goberno non ten a vitalidade e a forza dun home vivo .	F
metafísico	A	1-1	filosofía metafísica .	forzas metafísicas .	F
revista	N	3-5	traballa para unha revista .	tropezou sobre unha pila de revistas .	F
eléctrico	A	1-2	cableado eléctrico .	unha atmosfera eléctrica con sospeita .	F
matrimonio	N	3-3	convidamos a varios matrimonios novos .	o seu segundo matrimonio foi máis feliz que o primeiro .	F
ruído	N	1-2	o ruído espertounos .	todo o ruído da súa fala ocultaba o feito de que non tiña nada que dicir .	F
reavivar	V	3-0	os fortes ventos reavivaron o frío do glaciar .	reavivar esperanzas .	F
condena	N	1-3	a condena de bruxelas é contraria ao uso separatista das linguas .	a súa firme condena do racismo .	F
tuberculoso	A	3-2	un hospital de tuberculosos .	un neno tuberculoso .	F
xuízo	N	2-3	condenárono sen xuízo .	criticaron o meu xuízo sobre os participantes .	F
cerebral	A	1-1	enfoque cerebral do problema .	hemisferio cerebral .	F
país	N	5-0	o fabricante máis grande do país .	país da biblia .	F
nominal	A	5-3	o sistema ruso de brevidade nominal .	tipos de interese nominal .	F
muro	N	1-1	o muro sur tiña unha pequena fiestra .	un muro de auga .	F
dirixir	V	1-1	bernstein dirixiu a mahler como ningún outro director .	quen dirixe este proxecto ?	F
grao	N	2-4	hai 360 graos nun círculo .	todo é cuestión de grao .	F
fantasía	N	4-1	facía moitos cartos escribindo fantasías románticas .	unha fantasía delirante .	F
correo	N	2-5	o teu correo está sobre a mesa .	traballa para o servizo de correo dos estados unidos .	F
contacto	N	1-4	mantivo contacto diario .	o piloto entrou en contacto coa base .	F
deprimir	V	2-4	estas noticias deprimírona .	o aumento da inflación deprime a economía .	F
calibrar	V	0-0	calibrar unha arma .	calibrou o termómetro para a escala celsius .	F
histórico	A	1-1	estudosos históricos .	vitorias históricas .	F
xeo	N	2-4	mira o xeo desa dama !	os americanos gústalles o xeo nas bebidas .	F
magnético	A	1-1	forzas magnéticas .	norte magnético .	F
nomeamento	N	5-1	houbo unha forte competición polo nomeamento .	o nomeamento tivo que ser aprobado por toda a comisión .	F
luz	N	2-3	sacou á luz o escándalo .	xogaban mentres era luz .	F
luz	N	4-2	por fin viu a luz .	viron a luz do faro .	F
territorial	A	1-1	comportamento territorial .	goberno territorial das illas virxes .	F
gañar	V	1-1	agassi gañou a becker no campionato de tenis .	ela gañou 20 libras cando deixou de facer exercicio .	F
ter	V	1-2	ela ten artrite .	este restaurante ten os chefs máis famosos de francia .	F
esférico	A	2-1	un obxecto esférico .	xeometría esférica .	F
trazar	V	3-0	bush está a trazar un camiño para destruír sadam hussein .	traza o contorno dunha figura na area .	F
anel	N	1-2	os aneis requiren un corpo superior forte .	ten o anel de sinceridade .	F
enganchar	V	0-0	engancha a pelota .	engancha un peixe .	F
probar	V	1-1	ela probou no ltte e foi admitida en todas as boas escolas de dereito .	non proba ben .	F
respirar	V	5-5	este raro bordeaux debe poder respirar polo menos dúas horas .	o noso novo tecido sintético respira e é perfecto para o desgaste de verán .	F
testamento	N	3-4	declarou o seu testamento político .	o avó non fixo testamento .	F
infernal	A	1-1	rexións infernais .	ruído infernal .	F
educativo	A	1-2	psicoloxía educativa .	unha experiencia educativa .	F
tamaño	N	3-4	ese é o tamaño da situación .	leva un zapato do tamaño 13 .	F
conducir	V	0-0	conducir o xogo .	conducir unha bóla .	F
cultural	A	1-5	eventos culturais .	influenciado por lazos étnicos e culturais , j.f.kennedy .	F
mundo	N	2-2	o seu mundo estaba esnaquizado .	todo o mundo ama un amante .	F
secuestrar	V	1-0	eles secuestraron o proceso xudicial .	secuestraron o fillo do industrial .	F
sangue	N	3-3	precisamos de máis sangue novo nesta organización .	unha persoa de sangue quente .	F
carnal	A	1-1	coñecemento carnal .	queda carnal .	F
asignar	V	0-2	asignamos novos uniformes .	o biólogo asignou o pelotón á clase axeitada .	F
efecto	N	0-4	efectos da perda de sono .	só o fixo con efecto .	F
reforzar	V	1-0	imos reforzar o bo comportamento .	reforzou o formigón .	F
especular	V	2-20	estabamos a especular se o presidente tivo que dimitir tras o escándalo .	merquei esta casa non porque quixese vivir nela senón para vendela máis tarde a bo prezo , así que estou especulando .	F
acender	V	6-4	despois da comida , algúns comensais acendéronse .	os gases do pantano acendéronse repentinamente .	F
alcance	N	3-2	estaba fóra do alcance do seu lume .	fóra do alcance da lei .	F
leito	N	2-4	atoparon un leito de arenita .	o xardineiro plantou un leito de rosas .	F
pagar	V	0-0	pagar unha débeda .	pagarás por isto !	F
culpa	N	2-6	botou a culpa por iso .	tardou moito máis en atopar a culpa que a arranxar .	F
humor	N	1-9	o humor pode ser divertido para alguén con tempo para desfrutar .	un non pode sobrevivir no exército sen sentido do humor .	F
lume	N	4-4	no inverno acendemos o lume na lareira .	sentaron ó pé do lume e falaron .	F
división	N	0-4	división de enxeñería da bbc .	princeton está na ncaa división 1-aa .	F
problema	N	6-2	os nosos deberes consistían en dez problemas para resolver .	tiven moitos problemas .	F
facer	V	0-0	facer un lío na oficina .	facer unha pregunta .	F
ocorrer	V	1-2	non ocorreu nada que parecese importante .	o sexismo ocorre en moitos lugares de traballo .	F
montar	V	0-0	montar diapositivas para a análise macroscópica .	montaron o aireador nun flotante .	F
ir	V	2-4	este viño vai ben para baixo .	os tipos de interese van do 5 ao 10% .	F
salto	N	1-1	un salto de 10 pés .	un salto exitoso dende a universidade ata as grandes ligas .	F
eruptivo	A	7-2	un géyser é unha fonte quente intermitentemente eruptiva .	unha enfermidade eruptiva .	F
touro	N	2-2	era un touro de home .	fixo un touro ruín coa misión .	F
niño	N	1-1	un niño de ladróns .	un niño de metralladoras .	F
cambio	N	2-3	é un cambio refrescante para coñecer a unha muller mecánica .	el atribuíu o cambio ao seu matrimonio .	F
sofrer	V	1-2	ela sofre unha tendencia a falar de máis .	este autor sofre de verdade a tradución .	F
conexión	N	6-2	o avión atrasouse e perdeu a conexión en atlanta .	soltou a conexión .	F
reforzo	N	6-1	os seus xestos proporcionaban un elocuente reforzo para as súas queixas .	usou reforzos para soster a páxina no seu caderno .	F
improvisar	V	10-0	despois do furacán destruír a nosa casa , tivemos que improvisar durante semanas .	improvisou un discurso na voda .	F
toque	N	4-1	este cuarto precisa do toque dunha muller .	o toque de refrixeración do aire nocturno .	F
residencia	N	4-4	cal é a súa residencia legal ?	negouse a vivir na residencia do gobernador .	F
recheo	N	4-3	cando bocexou puiden ve-los recheos de ouro nos seus dentes .	non había suficiente recheo para a trincheira .	F
prodixio	N	2-4	é un prodixio do xadrez .	os marines deben realizar prodixios de valor .	F
liberar	V	3-2	finalmente , puido liberar as pernas da vítima do terremoto que foi enterrada nos cascallos .	os estudantes liberaron aos seus escravos ao graduarse na universidade .	F
embigo	N	6-7	discutiron se adán tiña ou non embigo .	os incas crían que cuzco era o embigo do universo .	F
tráxico	A	1-2	heroe tráxico .	unha situación tráxica .	F
necesidade	N	5-8	existe un estado xeral de necesidade entre os sen teito .	tiña medios suficientes para satisfacer as súas sinxelas necesidades .	F
gobernar	V	0-1	goberna as marxes .	quen goberna agora o país ?	F
tiro	N	4-5	deulle o seu mellor tiro .	el adestrou para poñer o tiro .	F
visibilidade	N	1-5	baixa visibilidade causada pola néboa .	o candidato non ten suficiente visibilidade para gañar eleccións .	F
edificio	N	2-2	todo o edificio se queixou do ruído .	tratábase dun edificio impoñente .	F
posición	N	4-1	os coches estaban en posición .	que posición xoga ?	F
número	N	6-1	ela negouse a darlle o seu número da seguridade social .	o número de parámetros é pequeno .	F
gardar	V	0-1	gardar o carro .	onde gardas as túas ferramentas de xardinería ?	F
empezar	V	5-1	escoitade , amigos , xa empezou .	quen empezará  ?	F
camiño	N	3-6	eles están a camiño .	o furacán derruba casas no seu camiño .	F
afogar	V	2-2	esta escopeta afoga ao gato .	o neno afogouse no lago .	F
custo	N	1-1	o custo ao público deste coche é moi alto .	o custo na vida humana era enorme .	F
infeccioso	A	1-4	hospital infeccioso .	o medo é moi infeccioso; os nenos cólleno dos seus maiores- bertrand russell .	F
furia	N	4-6	o inferno non ten furia como unha muller desprezada .	o mar lanzábase , cheo de furia , contra as rochas .	F
tesouro	N	7-5	o tronco contiña todos os seus escabrosos tesouros .	os piratas agocharon o seu tesouro nunha pequena illa nas indias occidentais .	F
gramatical	A	3-1	falamos de frases gramaticais .	normas gramaticais .	F
garda	N	2-2	baixamos a garda .	mantén a garda en alto .	F
molecular	A	1-10	estrutura molecular .	proceder por unha análise cada vez máis detallada dos feitos moleculares da percepción (g.a.miller) .	F
paseo	N	2-3	deu un paseo despois do xantar .	pasaba un estraño paseo .	F
queimar	V	2-3	o ferro queimoume un burato no vestido .	ten cartos para queimar .	F
infernal	A	1-2	calor infernal .	unha tortura infernal .	F
mergullar	V	2-3	o profesor mergullou os seus alumnos no estudo do texto italiano .	os nenos gozaban mergullándose e buscando cunchas .	F
iniciar	V	0-0	iniciar o ordenador .	iniciar unha fundación .	F
crecemento	N	0-1	crecemento do cabelo .	o crecemento das árbores .	F
bebé	N	2-7	coellos de bebé .	sentíame sa e moi feminina portando o bebé .	F
volume	N	8-9	o gas expandiuse a dúas veces o seu volume orixinal .	os nenos tocan a súa música en todo o volume .	F
colonia	N	0-1	colonia americana de parís .	unha colonia nudista .	F
iluminación	N	2-5	mentres a iluminación fose boa .	un interiorista debe entender a iluminación .	F
resultado	N	2-2	calculou o resultado en catro cifras decimais .	escoitou os resultados na radio .	F
corazón	N	2-3	debuxou un corazón e chamoulle mamón .	detívose , co corazón batendo freneticamente .	F
respecto	N	5-3	asegúrese de dar os meus respectos ao decano .	diferénciase a este respecto .	F
premio	N	1-1	o premio foi unha viaxe a europa .	un premio pola valentía .	F
nasal	A	1-2	pasaxes nasais .	unha voz nasal queixosa .	F
exaltar	V	2-0	estas pinturas exaltan a imaxinación .	exaltan as virtudes dos fillos .	F
parte	N	3-5	quería a súa parte en diñeiro .	todos eles fixeron a súa parte do traballo .	F
quedar	V	2-2	o cheiro quedou na habitación .	o vestido quedou mollado despois de repetidos intentos de secalo .	F
molestar	V	1-1	non molestes ao profesor mentres está clasificando os traballos .	non molestes as feridas do paciente movéndoo demasiado rápido .	F
asento	N	2-3	pechou o asento antes de sentar .	reservou os seus asentos con antelación .	F
pechar	V	0-0	pechamos a fiestra para manter a casa fría .	pechar unha demanda .	F
sentir	V	2-2	o chan séntese feble .	o corredor sentiu o seu pulso .	F
seca	N	8-5	cando inglaterra derrotou a paquistán , terminou unha seca de dez anos .	os agricultores máis afectados pola seca esperan que aínda poida haber choiva suficiente a comezos da tempada de crecemento .	F
correr	V	0-1	corre a temperatura .	ela correu 10 millas ese día .	F
neutralizar	V	3-2	o seu optimismo neutraliza a súa escuridade .	o tratado neutraliza a pequena república .	F
unísono	N	2-2	camiñar ao unísono .	cantando en unísono .	F
acomodar	V	4-2	os científicos tiveron que acomodar os novos resultados coas teorías existentes .	pode me acomodar cun coche de aluguer ?	F
desesperación	N	4-2	era unha política de desesperación .	xemen con desesperación e consternación .	F
local	A	2-2	a anestesia local .	o costume local .	F
dirixir	V	1-2	crítica dirixida ao seu superior .	o alumnado dirixe a clase .	F
atractivo	N	4-7	as flores son un atractivo para as abellas .	o seu sorriso era parte do seu atractivo para ela .	F
contacto	N	4-5	esquécense de resolver os contactos .	o papel torna-se vermello en contacto cun ácido .	F
piedade	N	2-7	foi unha piedade que saímos vivos .	os cegos son demasiadas veces obxectos de piedade .	F
emular	V	1-6	está emulando as habilidades de patinaxe da súa irmá maior .	os debuxos deste artista non poden emular as súas cores de auga .	F
voto	N	1-4	fixeron votos de pobreza .	só se permite un voto por persoa .	F
control	N	1-7	o control das comunicacións inimigas desempeña un papel importante nos tempos de guerra .	querían derrogar toda a lexislación que impoñía controis económicos .	F
marcha	N	4-4	escoitamos o son da marcha .	sousa escribiu as mellores marchas .	F
plano	N	1-2	os planos para o concello estaban no arquivo .	referirémonos ao plano do gráfico como o plano x-y .	F
evadir	V	4-5	esta difícil idea parece evadila .	este home sempre dubida e evade .	F
clasificar	V	0-1	clasificar estes documentos .	como clasificarías estas pezas de cerámica , que son prehistóricas ?	F
tren	N	1-1	o tren dos doentes .	os trens expresos non paran en princeton xunctíon .	F
estimación	N	6-1	moitos factores están implicados en calquera estimación da vida humana .	unha estimación do que custaría .	F
soñar	V	4-2	ela di que nunca soñou .	está a soñar coa muller ideal .	F
fuxir	V	2-2	o condenado fuxiu dunha prisión de alta seguridade .	o gas fuxiu para o cuarto .	F
camiño	N	3-2	non sabía o camiño para casa .	os nosos camiños na vida nos separaron .	F
comer	V	2-5	estaba a comer unha banana .	o que che está a comer ?	F
uso	N	3-0	ben mediante o uso das facetas que se mostran na parte esquerda: .	uso inglés .	F
exposición	N	4-2	o museo tiña moitas exposicións de arte oriental .	usou unha exposición equivocada .	F
durmir	V	2-2	o alumno dorme con todos os seus compañeiros de traballo .	sempre se dorme durante as clases .	F
chocar	V	2-5	o coche chocou contra o poste da lámpada .	os amigos do meu fillo chocaron coa nosa casa na fin de semana pasada .	F
simpático	A	1-3	neuronas simpáticas .	os personaxes máis simpáticos da obra .	F
capital	N	0-1	capital criminal de italia .	o capital do banco non diminuíu a pesar da crise .	F
insuficiencia	N	0-2	insuficiencia nas prestacións por desemprego .	salientei as insuficiencias do meu informe .	F
peixe	N	6-4	no xapón , a maioría dos peixes son consumidos crus .	o tiburón é un peixe moi grande .	F
elemental	A	13-2	unha carreira contra a sarabia ou as chuvias frías ou algunha outra catástrofe elemental (j.k.howard) .	unha necesidade elemental de amor e penitencia .	F
festa	N	3-2	ela uniuse á festa despois da cea .	organizou unha festa para celebrar o día da bastilla .	F
control	N	2-3	fixeron un control do equipamento .	medidas para o control de enfermidades .	F
control	N	1-4	baixo control .	o tempo e o control dos seus movementos non víronse afectados .	F
pastoral	A	4-1	fermosa na súa paisaxe pastoral .	traballo pastoral .	F
escapar	V	3-6	o estafador sempre escapa .	o presidente da empresa nunca consegue escapar durante o verán .	F
comparar	V	4-1	este coche non se compara coa nosa liña de mercedes .	podemos comparar a dinastía han cos romanos .	F
irradiar	V	0-2	irradiando a felicidade .	o sol irradiaba calor .	F
busca	N	7-1	eles escribiron un programa para facer unha busca de mesa .	unha busca minuciosa dos lectores non revelou nada .	F
importar	V	1-2	non importa moito .	realmente me importa o meu traballo .	F
departamento	N	5-3	pilar non é o meu departamento .	vai encontralo no departamento de hardware .	F
animar	V	1-4	imos animar un pouco esta sala .	o seu éxito económico animouno a buscar unha esposa .	F
interrupción	N	4-2	o teléfono é unha interrupción molesta .	presentouse sen interrupcións comerciais .	F
lixo	N	3-5	gran parte do lixo foi transportado para fóra polos sumidoiros .	meteu o pan fundido no lixo .	F
diversificación	N	6-6	limita as súas perdas mediante a diversificación da súa liña de produtos .	o menú do restaurante carece de diversificación; todos os días é o mesmo .	F
carteira	N	6-2	e lembrouse dela porque levaba unha carteira grande .	ten a carteira de asuntos exteriores .	F
procesual	A	1-2	dereito procesual .	unha violación procesual .	F
causa	N	4-4	están intentando determinar a causa do accidente .	os veciños comezaron unha causa contra a discoteca .	F
orixe	N	4-3	el vén de boas orixes .	xúpiter é a orixe da radiación .	F
católico	A	0-1	católico nos gustos .	igrexa católica .	F
electoral	A	1-2	colexio electoral .	o procedemento electoral .	F
galvanizar	V	0-0	galvaniza aceiro .	galvanizado en acción .	F
fragmento	N	0-1	fragmentos dun xogo .	un fragmento de rocha .	F
asunto	N	5-2	el non quería discutir ese asunto .	non é asunto teu .	F
literatura	N	0-4	literatura técnica .	o seu lugar na literatura é seguro .	F
floral	A	1-1	deseño floral inusual .	órganos florais .	F
gritar	V	1-6	el gritou para entregar as nosas armas .	os avións de combate están a gritar a través do ceo .	F
estimular	V	5-2	o café e o té estimulan .	o libro estimulou a súa imaxinación .	F
iniciar	V	3-3	non se puido iniciar o motor .	os estados unidos iniciaron unha guerra en oriente medio .	F
militar	A	1-1	dereito militar .	uniformes militares .	F
implementar	V	0-0	implementar un novo plan económico .	implementar un procedemento .	F
mundo	N	1-2	o mundo exterior .	vivimos en mundos diferentes .	F
conduto	N	1-9	o conduto lacrimóxeno quedou obstaculizado .	os computadores estaban conectados a través dun sistema de condutos .	F
narcótico	A	1-0	drogas narcóticas .	narcótico adicto .	F
rexional	A	1-1	dialecto rexional .	flora rexional .	F
probar	V	1-3	el probou positivo para o vih .	o ex escravo probou a liberdade pouco antes de morrer .	F
ocasión	N	2-4	nunca houbo ocasión para demostrar a súa habilidade .	só é necesario en ocasións especiais .	F
chave	N	2-6	levaban dúas chaves de heroína .	un depósito seguro normalmente require dúas chaves para abrilo .	F
grupo	N	4-1	houbo unha protesta dun grupo de estudantes .	un grupo de admiradores .	F
principio	N	3-3	sabía dende un principio que el era o home dela .	un home de principios .	F
profesional	A	2-2	as ocupacións profesionais inclúen a medicina , a lei e o ensino .	necesitamos asesoramento profesional .	F
ausencia	N	2-4	sorprendeuse pola ausencia de explicación .	visitoume durante a miña ausencia .	F
coroar	V	0-4	coroa os meus dentes .	unha vana do tempo coroa o edificio .	F
fume	N	6-5	o lume producía unha torre de fume negro que se podía ver durante quilómetros .	os seus soños convertéronse en fume .	F
vista	N	8-7	considere o que segue desde o punto de vista positivista .	son os mesmos dende o punto de vista exterior .	F
mecanismo	N	1-1	determinou mecanismos únicos para as reaccións fotoquímicas .	un mecanismo de control social .	F
recuperar	V	2-0	o pobo recuperou os pantanos .	recuperar unha cadeira .	F
tomar	V	1-0	hitler tomou as repúblicas bálticas .	tomar medidas .	F
avión	N	1-6	o avión non tiña permiso para entrar no espazo aéreo chinés .	o fabricante de conservas usou un avión para o traballo final .	F
clerical	A	1-1	colar clerical .	habilidades clericais .	F
raia	N	2-4	fixo a raia xusto polo medio da cabeza .	un sabre verde con raias negras pequenas ou barras .	F
portal	N	1-1	os portais da catedral .	un portal tipicamente ten motores de busca e correo electrónico libre e salas de chat , etc .	F
combinar	V	0-2	combinar recursos .	estas forzas combináronse con outras .	F
posición	N	5-0	pasou da terceira á quinta posición .	posición das mans no reloxo .	F
dominio	N	3-3	francia tiña un dominio indiscutible sobre vastas áreas de áfrica .	os nomes de dominio están organizados xerarquicamente coas partes máis xenéricas da dereita .	F
focal	A	1-1	distancia focal .	punto focal .	F
fermentar	V	0-5	fermentamos as uvas por un longo tempo para acadar un alto contido de alcohol .	o oriente medio está a fermentar .	F
impulso	N	2-2	deulle un impulso sobre o valado .	mercábao por impulso .	F
lavar	V	0-0	lavar o material ?	lavou o lixo do seu abrigo .	F
saber	V	1-1	non soubemos nada do noso fillo durante cinco anos .	quero saber quen gañou o partido .	F
aumento	N	2-2	deume un aumento de soldo .	ten un aumento salarial .	F
hackear	V	4-6	non son moi bo hackeando , pero dareille o mellor que poida .	o paciente con enfisema está a hackear o día todo .	F
racionalizar	V	14-3	cando un se pregunta por que se están facendo certas cousas , hai que racionalizar .	esta función pódese racionalizar .	F
precaución	N	10-3	puxo un paquete de xeo na ferida como medida de precaución .	un home de precaución .	F
invitación	N	3-2	ela era unha invitación a problemas .	non houbo invitación para a festa .	F
flanco	N	2-3	atacaron o flanco dereito do inimigo .	tivo dor nun flanco .	F
inundación	N	0-3	inundación de solicitudes .	plantas fertilizadas por inundacións anuais .	F
provocar	V	3-13	o seu comportamento provocou unha disputa entre a parella .	un cable de alta tensión , derrubado por unha tormenta , pode seguir provocando .	F
ruído	N	2-7	gustáballe o ruído das rúas .	o anuncio do reconto electoral provocou moito ruído .	F
obxecto	N	8-1	estaba cheo de raquetas , pelotas e outros obxectos .	o obxecto do verbo .	F
envelenar	V	1-1	ela envelenou ao seu marido , pero non morreu .	ela envelenou o marido .	F
táctil	A	1-1	cualidades táctiles .	reflexo táctil .	F
gramatical	A	1-3	estrutura gramatical dunha oración .	falou con frases gramaticais .	F
inxectar	V	0-0	inxectar heroína .	inxectar hidróxeno no globo .	F
presentación	N	5-9	cal foi a data de presentación da súa proposta ?	ela deu o trofeo , mais el fixo a presentación .	F
disciplinario	A	1-1	medidas disciplinarias .	problemas disciplinarios na aula .	F
plantar	V	1-0	imos plantar flores no xardín .	planta un pensamento na mente dos estudantes .	F
materia	N	4-7	o trigo é a materia que usan para facer pan .	os físicos estudan tanto a natureza da materia como as forzas que as gobernan .	F
deificar	V	2-2	estes mozos deifican o éxito financeiro .	o pobo deificou o seu rei .	F
económico	A	6-1	escribiu o libro principalmente por razóns económicas .	teoría económica .	F
tumba	N	3-3	foi á súa tumba sen me perdoar .	puxo flores na tumba da súa nai .	F
molde	N	3-1	un líder no molde dos seus antecesores .	un molde de canela .	F
superficial	A	2-1	en transo superficial .	medicións superficiais .	F
flexionar	V	0-3	flexiona os pulsos .	o exército vitorioso flexiona a súa invencibilidade .	F
fonte	N	4-3	o reporteiro tiña dúas fontes para a historia .	pittsburgh é a fonte do río ohio .	F
experiencial	A	3-4	o rico contido experiencial das ensinanzas dos filósofos máis vellos- benjamin farrington .	unha realidade persoal e experiencial .	F
obxectivo	N	1-2	o obxectivo dun disparo .	o único obxectivo da súa viaxe foi ver os seus fillos .	F
satisfacción	N	5-7	non foi posible obter a satisfacción da empresa local .	o chef probou a salsa con gran satisfacción .	F
lubricar	V	0-3	lubricar a chave .	o líquido pode lubricar ben .	F
curso	N	2-1	fixo un curso de tecido de cesta .	un curso de ladrillos .	F
mariño	A	1-1	exploracións mariñas .	plantas mariñas e animais como algas e baleas .	F
boca	N	2-4	encheu a boca de caramelos .	o frasco tiña unha boca ancha .	F
expresar	V	1-4	ela expresou a súa rabia .	moitos animais de laboratorio expresan o trazo .	F
capturar	V	0-2	capturar ao prisioneiro fuxido .	este núcleo capturou os neutróns de movemento lento .	F
liberar	V	0-2	liberar a lista cos nomes dos presos .	o ladrón liberoume de 100 dólares .	F
soportar	V	2-3	non podo soportar a súa crítica constante .	o novo material soporta incluso o maior desgaste e rasgos .	F
místico	A	2-2	a relixión mística .	o estilo místico de blake .	F
coidado	N	3-3	el está ao coidado dun gardacostas .	o seu maior coidado foi a enfermidade da súa muller .	F
perigo	N	2-2	saíu do perigo .	temía os perigos de viaxar no aire .	F
botón	N	2-5	eles pasaron botóns de campaña para o seu candidato .	o ascensor estaba operado por botóns .	F
nervioso	A	1-2	enfermidade nerviosa .	un adicto nervioso .	F
espazo	N	5-0	escribe o teu nome no espazo dispoñible .	espazo do laboratorio .	F
incorporar	V	1-0	ela incorporou as súas suxestións na súa proposta .	incorporar este documento aos relativos ao mesmo caso .	F
coche	N	3-1	el necesita un coche para ir traballar .	o coche ten moitos hobbies .	F
desenvolvemento	N	6-4	estas terras son prácticas para o desenvolvemento de pequenos parques .	propuxo un indicador do desenvolvemento óseo nos nenos .	F
dereito	N	5-1	el sente que está no dereito .	estudou dereito en yale .	F
asinar	V	0-2	asinaron dous novos lanzadores para a seguinte tempada .	non sei asinar , así que non puiden comunicarme co meu curmán xordo .	F
humildade	N	4-6	el estaba cheo de humildade á vista do papa .	non todo o mundo considera a humildade como unha virtude .	F
vista	N	2-9	fóra da vista da terra .	o fiscal retira unha das probas no inicio da vista .	F
onda	N	1-1	unha onda de colonos .	unha onda de emoción apoderouse del .	F
republicano	A	12-1	os estados unidos garantirán a todos os estados da unión unha forma republicana de goberno- a constitución dos estados unidos .	senador republicano .	F
modelo	N	2-8	é o modelo dun xeneral moderno .	o presidente non tivo tempo de ser un modelo polo que o artista traballou a partir de fotos .	F
arcaico	A	1-1	escritura arcaica .	formas arcaicas de vida .	F
comercio	N	5-6	bahrain foi un centro de comercio entre arabia e a india desde o segundo milenio antes de cristo .	venecia foi un importante centro de comercio con oriente .	F
sumidoiro	N	5-1	todo aquel traballo baixaba polo sumidoiro .	un sumidoiro de vestidos finos .	F
binomial	A	1-1	expresión binomial .	nomenclatura binomial das bacterias .	F
tráfico	N	2-1	conxestión de tráfico .	o tráfico pesado sobrecargou as liñas do maleteiro .	F
preparar	V	0-0	preparar a discordia no bar 139 .	preparar un informe .	F
vontade	N	4-7	o exercicio da súa vontade entendemos como revolta- george merthey .	seguiu o meu pai da miña propia vontade .	F
castigar	V	1-2	ela castigouno polos seus insensibles comentarios .	tivemos que castigar ao can por mollar o chan outra vez .	F
municipal	A	1-16	goberno municipal .	o dereito internacional..só autoriza un belixerante a castigar un espía baixo a súa lei municipal , j.l.kutz .	F
